Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
MX,Jalisco,Amatitán,West,Area 3,Occidente,Sureste,
BR,Minas Gerais,Dona Eusébia,Sudeste,,,,AM de Rest of Minas
BR,Alagoas,São José da Tapera,Nordeste,,,,
BR,Minas Gerais,Poço Fundo,Sudeste,,,,AM de Rest of Minas
BR,Paraíba,Itaporanga,Nordeste,,,,
CR,Alajuela,San Ramón,,,,,
BR,Paraíba,Santa Cecília,Nordeste,,,,
BR,Goiás,Buriti Alegre,Centro-Oeste,,,,AM de Rest of Goias
CR,San José,Brasil,San Jose,,,,
BR,Maranhão,Peritoró,Nordeste,,,,
BR,Piauí,Várzea Grande,Nordeste,,,,
BR,Mato Grosso,Feliz Natal,Centro-Oeste,,,,
SV,Cabañas,Hilobasco,Paracentral,,,,
BR,Ceará,Catunda,Nordeste,,,,AM de Rest of Ceara
SV,San Salvador,Palo Grande,Central,,,,
BR,Bahia,Fátima,Nordeste,,,,AM de Rest of Bahia
NI,Jinotega,Santa Maura,Region IV,,,,
BR,Paraná,Alvorada do Sul,Sul,,,,AM de Rest of Parana
BR,Rio Grande do Sul,Arroio do Sal,Sul,,,,AM de Rest of Rio Grande do Sul
PE,La Libertad,Moche,North,,,,AM de Trujillo
CL,La Araucanía,Ercilla,Southern,Sur,,,
UY,Canelones,,,,,,
BR,Ceará,Apuiarés,Nordeste,,,,AM de Rest of Ceara
BR,Paraíba,Congo,Nordeste,,,,
HN,Cortés,,,,,,
MX,Michoacán de Ocampo,Madero,West,Area 3,Occidente,Sureste,
BR,Alagoas,Monteirópolis,Nordeste,,,,
BR,Goiás,Campinaçu,Centro-Oeste,,,,AM de Rest of Goias
MX,Veracruz de Ignacio de la Llave,Teocelo,East,Area 6,,,
BR,Minas Gerais,Frei Inocêncio,Sudeste,,,,AM de Rest of Minas
BR,São Paulo,Indiana,Sudeste,,,,AM de Rest of SP
CR,Guanacaste,Boca del Nosara,Other,,,,
BR,Paraná,Maripá,Sul,,,,AM de Rest of Parana
PY,Presidente Hayes,Puerto Pinasco,Occidental,,,,
BR,São Paulo,Taiúva,Sudeste,,,,AM de Rest of SP
BR,Santa Catarina,Guatambú,Sul,,,,AM de Rest of Santa Catarina
BR,São Paulo,Miguelópolis,Sudeste,,,,AM de Rest of SP
CL,Metropolitana de Santiago,San José de Maipo,Metropolitana de Santiago,,,,
GT,Santa Rosa,Oratorio,Region IV- Suroriental,,,,
AR,Santa Fe,Melincué,Centro,,,,
CO,La Guajira,Dibulla,Atlantic,Costa Atlantica,,Norte,
CO,Tolima,Natagaima,Central,Centro,,Andes,
CL,Valparaíso,Las Ventanas,Central,,,,
BR,Minas Gerais,Santa Juliana,Sudeste,,,,AM de Rest of Minas
PY,Paraguarí,Caapucú,Oriental,,,,
CR,Puntarenas,Naranjo,Other,,,,
MX,Puebla,Mixtla,East,Area 4,Sur,Occidente Pacífico,
BR,Pernambuco,Jaqueira,Nordeste,,,,AM de Rest of Pernambuco
BR,Rio Grande do Sul,Riozinho,Sul,,,,AM de Rest of Rio Grande do Sul
AR,Jujuy,Palma Sola,Noroeste,,,,
UY,Rocha,Barrancas,Este,,,,
MX,Guerrero,Quechultenango,Southwest,Area 4,Sur,Occidente Pacífico,
BR,Rio Grande do Sul,Independência,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Guanajuato,Ocampo,North-Central,Area 3,Occidente,Sureste,
SV,Sonsonate,,Occidental,,,,
BR,Goiás,Gameleira de Goiás,Centro-Oeste,,,,AM de Rest of Goias
PE,Lima,Chorrillos,Lima and Callao,,,,
BR,Paraná,Maria Helena,Sul,,,,AM de Rest of Parana
BR,Bahia,Várzea do Poço,Nordeste,,,,AM de Rest of Bahia
EC,Cañar,Déleg,Sierra,Sierra,,Sierra,
BR,Rio Grande do Norte,Alexandria,Nordeste,,,,
MX,Oaxaca,San Miguel Aloápam,Southwest,Area 6,,,
BR,São Paulo,Tarabai,Sudeste,,,,AM de Rest of SP
GT,Quiché,San Juan Cotzal,Region VII- Noroccidental,,,,
NI,Chinandega,Mata de Caña,Region III,,,,
CR,Alajuela,Ángeles Norte,Alajuela,,,,
NI,Rivas,El Sapoá,Region II,,,,
CO,Antioquia,Yondó,Central,Antioquia / Eje Cafetero,,Centro,
MX,Guerrero,Zirándaro,Southwest,Area 4,Sur,Occidente Pacífico,
NI,Matagalpa,Brazil,Region III,,,,
BR,Mato Grosso,Santo Afonso,Centro-Oeste,,,,
BR,Piauí,Canavieira,Nordeste,,,,
CL,Maule,Rauco,Central,Centro,,,
CL,Los Lagos,Quemchi,Southern,Sur,,,
CR,Heredia,Concepción,Other,,,,
NI,Rivas,Apampoa,Region II,,,,
CR,Cartago,Tuis,Cartago,,,,
NI,León,Guanacaste,Region II,,,,
CO,Antioquia,Argelia,Central,Antioquia / Eje Cafetero,,Centro,
CR,San José,Jericó,San Jose,,,,
NI,León,Zarzales,Region II,,,,
CR,Puntarenas,Santa Lucía,Other,,,,
BR,Minas Gerais,Aricanduva,Sudeste,,,,AM de Rest of Minas
UY,Cerro Largo,Bañado de Medina,Norte,,,,
CR,Heredia,Común de Birrí,Other,,,,
BR,Santa Catarina,Rio Rufino,Sul,,,,AM de Rest of Santa Catarina
SV,Usulután,El Nisperal,Oriental,,,,
MX,Oaxaca,Rojas de Cuauhtémoc,Southwest,Area 6,,,
BR,Rio Grande do Sul,Ipiranga do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
EC,Azuay,Oña,Sierra,Sierra,,Sierra,
NI,Jinotega,La Rica,Region IV,,,,
CO,Antioquia,Barbosa,,Antioquia / Eje Cafetero,,Centro,AM de Medellín
MX,Puebla,San Pablo Amicano,East,Area 4,Sur,Occidente Pacífico,
BR,Santa Catarina,Presidente Nereu,Sul,,,,AM de Rest of Santa Catarina
NI,Carazo,Güiquiliapa,Region II,,,,
NI,Masaya,Llano Grande,Region II,,,,
CR,Cartago,Paraíso,,,,,
SV,Sonsonate,San Pedro,Occidental,,,,
MX,Chiapas,Ixtapangajoya,Southwest,Area 6,,,
SV,Cabañas,Cinquera,Paracentral,,,,
CR,Guanacaste,Pedernal,Other,,,,
CO,Valle del Cauca,Cali,Pacific,Sur Occidente,,Sur,
CO,Boyacá,Sogamoso,,Centro,,Andes,
MX,Chihuahua,Rosario,Northwest,Area 2,Norte,Norte,
CR,Puntarenas,Camaronal,Other,,,,
UY,Treinta y Tres,Acosta,Este,,,,
CO,Norte de Santander,Ocaña,,Oriente,,,
SV,La Union ,El Pilón,Oriental,,,,
SV,Chalatenango,San Francisco Lempa,Central,,,,
PE,Lima,Carabayllo,Lima and Callao,,,,
SV,Ahuachapán,Texispulco,Occidental,,,,
SV,Morazán,Coralito,Oriental,,,,
PR,Mayagüez,Mayagüez,,,,,Mayaguez
CR,Alajuela,Cuatro Bocas,Alajuela,,,,
CR,Puntarenas,Bajamar,Other,,,,
SV,San Vicente,San Antonio Achichilquito,Paracentral,,,,
CR,San José,Fila Negra,San Jose,,,,
BR,São Paulo,Biritiba-Mirim,Sudeste,,,,
SV,Ahuachapán,Caserío Las Mercedes,Occidental,,,,
CR,San José,Cristo,San Jose,,,,
SV,La Libertad,Hacienda San Isidro,Central,,,,
SV,Cuscatlán,Hacienda El Platanar,Central,,,,
NI,Jinotega,El Lirio,Region IV,,,,
MX,Quintana Roo,,Southeast,Area 6,,,
SV,La Libertad,Ingenio Talcualuya,Central,,,,
CR,Guanacaste,Tierra Blanca,Other,,,,
NI,Matagalpa,Cebadilla,Region III,,,,
CR,Guanacaste,Casa Vieja Sur,Other,,,,
UY,Artigas,Camaño,Norte,,,,
NI,Rivas,San Antonio,Region II,,,,
CL,Ñuble,Ránquil,Southern,Sur,,,
SV,Cabañas,Las Guarumas,Paracentral,,,,
UY,Colonia,Tarariras,,,,,
SV,Sonsonate,El Huiscoyolate,Occidental,,,,
CR,Alajuela,Nuestro Amo,Alajuela,,,,
NI,Matagalpa,Asancor,Region III,,,,
UY,Canelones,La Paz,,,,,
SV,Santa Ana,Cujucullo,Occidental,,,,
VE,Carabobo,Guacara,Central,,,,
SV,Sonsonate,Santa Clara,Occidental,,,,
SV,San Vicente,El Porrillo,Paracentral,,,,
CR,Alajuela,Catarata,Alajuela,,,,
SV,San Salvador,Valle Suchinango,Central,,,,
SV,La Libertad,La Reforma,Central,,,,
MX,Oaxaca,Tanetze de Zaragoza,Southwest,Area 6,,,
CR,Guanacaste,Veintisiete de Abril,Other,,,,
CR,Limón,Morovia,Other,,,,
CR,Guanacaste,Hacienda Santa Rosa,Other,,,,
NI,Carazo,El Guabillo,Region II,,,,
CO,Boyacá,Tunja,Oriental,Centro,,Andes,
SV,San Miguel,La Romalguena,Oriental,,,,
CR,Guanacaste,El Dos,Other,,,,
NI,Boaco,Potrerillos,Region III,,,,
NI,Matagalpa,Montaña Grande,Region III,,,,
SV,Morazán,Varilla Negra,Oriental,,,,
CR,Cartago,Verbena Norte,Cartago,,,,
CO,Risaralda,Apía,,Antioquia / Eje Cafetero,,Centro,
AR,Santa Fe,Rosario,Centro,,,,
UY,Lavalleja,Espinillar,Este,,,,
CL,Coquimbo,Ovalle,Little North,,,,AM de La Serena
SV,La Libertad,Tilapa,Central,,,,
CO,San Andrés y Providencia,,Atlantic,Costa Atlantica,,Norte,
NI,Chinandega,Valle San José,Region III,,,,
CR,Guanacaste,Plazuela,Other,,,,
MX,Oaxaca,San Pablo Cuatro Venados,Southwest,Area 6,,,
SV,San Vicente,La Puertona,Paracentral,,,,
CR,San José,Limonal,San Jose,,,,
SV,Cabañas,Santa Olaya,Paracentral,,,,
SV,La Union ,Tizate,Oriental,,,,
AR,Chubut,,Patagonia,,,,AMBA
NI,Madriz,Jocote,Region III,,,,
MX,Nayarit,,West,Area 1,Centro,Central Bajio,
NI,Carazo,Cicaya Grande,Region II,,,,
NI,Chinandega,Sasama,Region III,,,,
BR,Espírito Santo,Marechal Floriano,Sudeste,,,,
UY,Salto,Paso Guaviyú del Arapey,Norte,,,,
VE,Apure,Guasdualito,Los Llanos,,,,
BR,Minas Gerais,Rio Pardo de Minas,Sudeste,,,,AM de Rest of Minas
CL,Maule,Talca,Central,,,,
BR,Pernambuco,Limoeiro,Nordeste,,,,AM de Rest of Pernambuco
BR,Alagoas,Palmeira dos Índios,Nordeste,,,,
MX,Coahuila de Zaragoza,Acuña,Northeast,Area 2,Norte,Norte,
CO,Amazonas,Leticia,Amazonica,Sur Occidente,,Sur,
BR,Bahia,Teolândia,Nordeste,,,,AM de Rest of Bahia
CO,Cauca,Popayán,Pacific,Sur Occidente,,Sur,
BR,Rio Grande do Sul,Santo Ângelo,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Antioquia,Armenia,Central,Antioquia / Eje Cafetero,,Centro,
UY,Rivera,Vichadero,Norte,,,,
BR,Pernambuco,Macaparana,Nordeste,,,,AM de Rest of Pernambuco
AR,Tucumán,Concepción,Noroeste,,,,
AR,Resto de la Provincia de Buenos Aires,Carlos Casares,Provincia de Buenos Aires,,,,
CL,La Araucanía,Loncoche,Southern,Sur,,,
BR,Maranhão,Rosário,Nordeste,,,,AM de São Luís
MX,Hidalgo,Tizayuca,East,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
CO,Norte de Santander,Chinácota,Oriental,Oriente,,,
CR,Puntarenas,Achiote,Other,,,,
SV,Cuscatlán,El Calvario,Central,,,,
BR,Minas Gerais,Três Pontas,Sudeste,,,,AM de Rest of Minas
VE,Guárico,Valle de la Pascua,Los Llanos,,,,
BR,Rio Grande do Sul,Canguçu,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Mato Grosso,Nobres,Centro-Oeste,,,,
CL,Metropolitana de Santiago,Pedro Aguirre Cerda,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
CL,Maule,Pencahue,Central,,,,
BR,São Paulo,Jaboticabal,Sudeste,,,,AM de Rest of SP
BR,Paraíba,Caiçara,Nordeste,,,,
BR,São Paulo,Mogi Guaçu,Sudeste,,,,AM de Rest of SP
PE,Cuzco,Urcos,South,,,,
GT,Huehuetenango,La Democracia,Region VII- Noroccidental,,,,
UY,Colonia,Ciudad de la Colonia del Sacramento,Litoral,,,,
CO,La Guajira,San Juan del César,Atlantic,Costa Atlantica,,Norte,
CL,Libertador General Bernardo O'Higgins,San Vicente de Tagua Tagua,Central,,,,
SV,Sonsonate,Agua Chuca,Occidental,,,,
BR,Minas Gerais,Piranguinho,Sudeste,,,,AM de Rest of Minas
CO,Antioquia,Carmen de Viboral,Central,Antioquia / Eje Cafetero,,Centro,
BR,Sergipe,Lagarto,Nordeste,,,,
BR,Rio Grande do Sul,Cidreira,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Guanajuato,Doctor Hidalgo,North-Central,Area 3,Occidente,Sureste,
BR,Bahia,Santa Bárbara,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,Monte Formoso,Sudeste,,,,AM de Rest of Minas
BR,Ceará,Pacatuba,Nordeste,,,,AM de Fortaleza
GT,Totonicapán,San Andrés Xecul,Region VI- Suroccidental,,,,
PE,Huánuco,La Unión,Central,,,,
BR,Piauí,Angical do Piauí,Nordeste,,,,
BR,Rio Grande do Norte,Pedro Velho,Nordeste,,,,
BR,São Paulo,Tremembé,Sudeste,,,,AM de Rest of SP
CO,Antioquia,Murindó,Central,Antioquia / Eje Cafetero,,Centro,
CO,Caquetá,San Vicente del Caguán,Amazonica,Sur Occidente,,Sur,
SV,La Paz,La Tasajera,Paracentral,,,,
CO,Antioquia,Arboletes,Central,Antioquia / Eje Cafetero,,Centro,
PY,Cordillera,Isla Pucú,Oriental,,,,
CO,Nariño,Aldana,Pacific,Sur Occidente,,Sur,
BR,Amazonas,Barreirinha,Norte,,,,
MX,Guerrero,Cutzamala de Pinzon,Southwest,Area 4,Sur,Occidente Pacífico,
BR,Amazonas,Itapiranga,Norte,,,,
MX,Oaxaca,San Francisco Cajonos,Southwest,Area 6,,,
BR,Minas Gerais,Ladainha,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,São Ludgero,Sul,,,,AM de Rest of Santa Catarina
UY,Canelones,Pinamar-Pinepark,Metropolitana,,,,
BR,Paraná,Ipiranga,Sul,,,,AM de Rest of Parana
EC,Imbabura,Cotacachi,Sierra,Sierra,,Sierra,
MX,Veracruz de Ignacio de la Llave,Otatitlán,East,Area 6,,,
BR,Paraná,Colorado,Sul,,,,AM de Rest of Parana
CO,Antioquia,Caicedo,Central,Antioquia / Eje Cafetero,,Centro,
BR,São Paulo,Timburi,Sudeste,,,,AM de Rest of SP
BR,Rio de Janeiro,Paty do Alferes,Sudeste,,,,AM de Rest of Rio
AR,Mendoza,La Paz,Cuyo,,,,
VE,Mérida,Campo Elías,Los Andes,,,,AM de Mérida
SV,San Salvador,Nance Verde,Central,,,,
BR,Minas Gerais,Mantena,Sudeste,,,,AM de Rest of Minas
BR,São Paulo,São Bento do Sapucaí,Sudeste,,,,AM de Rest of SP
VE,Aragua,San Francisco de Asís,Central,,,,AM de Maracay
CR,Cartago,Santiago,Cartago,,,,
MX,Chiapas,Motozintla,Southwest,Area 6,,,
CL,La Araucanía,Los Sauces,Southern,,,,
CO,Sucre,San Juan de Betulia,Atlantic,Costa Atlantica,,Norte,
BR,Piauí,Cajueiro da Praia,Nordeste,,,,
BR,Espírito Santo,Rio Novo do Sul,Sudeste,,,,AM de Rest of Espirito Santo
SV,Cuscatlán,Candelaria,Central,,,,
CO,Sucre,Majagual,Atlantic,Costa Atlantica,,Norte,
EC,Guayas,Isidro Ayora,Costa/Cost,Guayas,,Pichincha,
BR,Paraná,Verê,Sul,,,,AM de Rest of Parana
SV,La Paz,Planes de Delicias,Paracentral,,,,
CR,Guanacaste,Quebrada Honda,Other,,,,
BR,Rio Grande do Sul,Condor ,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rondônia,Presidente Médici,Norte,,,,
CO,Boyacá,Tenza,Oriental,Centro,,Andes,
UY,Flores,Villa de Trinidad,Centro-sur,,,,
CL,Libertador General Bernardo O'Higgins,Chépica,Central,Centro,,,
BR,Rio Grande do Sul,Morro Redondo,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rio Grande do Sul,Três Arroios,Sul,,,,AM de Rest of Rio Grande do Sul
UY,Maldonado,,,,,,
CO,Huila,Villavieja,Central,Sur Occidente,,Sur,AM de Neiva
BR,Minas Gerais,Santo Antônio do Grama,Sudeste,,,,AM de Rest of Minas
CR,San José,La Cruz,San Jose,,,,
CR,,,,,,,
MX,Oaxaca,Yaxe,Southwest,Area 6,,,
EC,El Oro,Chilla,Costa/Cost,,,,
EC,Guayas,General Antonio Elizalde,Costa/Cost,Guayas,,Pichincha,
BR,Tocantins,São Sebastião do Tocantins,Norte,,,,
SV,La Libertad,Baño La Toma,Central,,,,
BR,Minas Gerais,Comercinho,Sudeste,,,,AM de Rest of Minas
BR,Minas Gerais,Cristália,Sudeste,,,,AM de Rest of Minas
PY,San Pedro,Gral. Elizardo Aquino,Oriental,,,,
CL,Aysén del General Carlos Ibáñez del Campo,O'Higgins,Austral Patagonia,Sur,,,
NI,Rivas,Popoyuapa,Region II,,,,
CR,Alajuela,Tacacorí,Alajuela,,,,
NI,Estelí,La Laguna,Region II,,,,
MX,Chihuahua,Morelos,Northwest,Area 2,Norte,Norte,
SV,La Libertad,El Ángel,Central,,,,
PR,Humacao,Juncos,Other,,,,
AR,Neuquén,,Patagonia,,,,
CO,Casanare,Chámeza,Orinoquia,Oriente,,,
BR,Minas Gerais,Santa Maria de Itabira,Sudeste,,,,AM de Rest of Minas
CR,Guanacaste,Pueblo Nuevo,Other,,,,
UY,Durazno,Villa del Carmen,Centro-sur,,,,
PY,Guairá,Natalicio Talavera,Oriental,,,,
MX,Sonora,Tepache,Northwest,Area 1,Centro,Central Bajio,
BR,Sergipe,Telha,Nordeste,,,,
EC,Pastaza,Arajuno,Amazonica,,,,
BR,Minas Gerais,Caranaíba,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Norte,São Bento do Trairí,Nordeste,,,,
SV,La Paz,Soledad Las Flores,Paracentral,,,,
BR,Rio Grande do Norte,Paraná,Nordeste,,,,
CR,Alajuela,Cedral Norte,Alajuela,,,,
CL,Coquimbo,Coquimbo,,,,,AM de La Serena
BR,Rio Grande do Norte,Messias Targino,Nordeste,,,,
BR,Paraná,Pinhalão,Sul,,,,AM de Rest of Parana
CR,Cartago,Turialba,,,,,
EC,Zamora Chinchipe,Palanda,Amazonica,,,,
BR,Minas Gerais,Itacambira,Sudeste,,,,AM de Rest of Minas
MX,Oaxaca,Santa Ana del Valle,Southwest,Area 6,,,
CR,Puntarenas,Puerto Chomes,Other,,,,
SV,Chalatenango,Citila,Central,,,,
CO,Santander,Jordán,Oriental,Oriente,,,
ES,Guipúzcoa,,País Vasco,,,,
SV,Santa Ana,La Soledad,Occidental,,,,
SV,La Paz,Conacaste,Paracentral,,,,
CR,Guanacaste,Bellavista,Other,,,,
SV,Sonsonate,Las Flores,Occidental,,,,
NI,Madriz,Valle Santa Isabel,Region III,,,,
NI,Jinotega,La Virgen,Region IV,,,,
SV,La Union ,Guadalupe,Oriental,,,,
PR,Mayagüez,Aguadilla,Other,,,,Aguadilla - Isabela - San Sebastian
PY,Caaguazú,Repatriacion,Oriental,,,,
SV,Morazán,El Cerro,Oriental,,,,
SV,San Salvador,Caserío Sauce,Central,,,,
MX,Oaxaca,Mártires de Tacubaya,Southwest,Area 6,,,
UY,Soriano,E. Robo,Litoral,,,,
NI,Masaya,Miralagos,Region II,,,,
SV,San Vicente,Río Frío,Paracentral,,,,
PY,Guairá,,,,,,
SV,Usulután,El Mono,Oriental,,,,
NI,Boaco,Miramontes,Region III,,,,
MX,Yucatán,Kopomá,Southeast,Area 6,,,
SV,Usulután,Canton Criba,Oriental,,,,
SV,La Union ,Llano de Los Patos,Oriental,,,,
SV,La Union ,La Hacienda,Oriental,,,,
NI,Nueva Segovia,Totecacinte,Region III,,,,
CR,Cartago,Mesas,Cartago,,,,
NI,Matagalpa,Caña de Castilla,Region III,,,,
CO,Boyacá,Boyacá,,Centro,,Andes,
SV,San Salvador,Mejicanos,,,,,
SV,La Libertad,Comaylán,Central,,,,
CR,Guanacaste,Bebidero,Other,,,,
PE,Moquegua,Moquegua,,,,,
SV,Usulután,Los Hornos,Oriental,,,,
CR,Puntarenas,Vueltas,Other,,,,
PY,Guairá,José Fassardi,Oriental,,,,
NI,Jinotega,Yupalí,Region IV,,,,
PY,Caaguazú,,,,,,
SV,La Union ,Canoguero,Oriental,,,,
CR,Guanacaste,Puerto Jesús,Other,,,,
SV,San Miguel,San Jerónimo,Oriental,,,,
SV,Santa Ana,Segura,Occidental,,,,
NI,Jinotega,Tomayunca,Region IV,,,,
NI,Carazo,Río Seco,Region II,,,,
MX,San Luis Potosí,San Luis Potosi,North-Central,Area 2,Norte,Norte,AM de Ciudad de México
UY,Tacuarembó,Laura,Norte,,,,
SV,La Libertad,San Francisco Realengua,Central,,,,
NI,Estelí,Jocate,Region II,,,,
SV,San Miguel,El Conacaste,Oriental,,,,
CL,Biobío,San Pedro de la Paz,,Sur,,,AM de Concepción
NI,Nueva Segovia,Conchita,Region III,,,,
SV,Morazán,Guacamaya,Oriental,,,,
NI,Managua,El Tamagás,Region I,,,,
NI,Granada,Valle Menir,Region II,,,,
SV,Cabañas,Chocoaique,Paracentral,,,,
SV,Santa Ana,Caserío Venecia,Occidental,,,,
PR,Arecibo,Camuy,,,,,San Juan
CR,Limón,Nantalz,Other,,,,
BR,Ceará,,Nordeste,,,,AM de Natal
ES,,,Aragón,,,,
UY,Río Negro,Sanchez Chico,Litoral,,,,
MX,Hidalgo,,East,Area 4,Sur,Occidente Pacífico,
NI,Chinandega,El Higueral,Region III,,,,
NI,Granada,La Luz,Region II,,,,
BR,Distrito Federal,,Centro-Oeste,,,,AM de Rest of SP
CR,Cartago,Plantón,Cartago,,,,
BR,Espírito Santo,Vila Velha,Sudeste,,,,AM de São Paulo
EC,El Oro,,,,,,
UY,Colonia,Poblado de Minuano,Litoral,,,,
SV,La Union ,San Pedro,Oriental,,,,
SV,Ahuachapán,Tigle,Occidental,,,,
BR,São Paulo,Tremembé,Sudeste,,,,
CR,Guanacaste,Las Letras,Other,,,,
SV,Santa Ana,El Paxte,Occidental,,,,
SV,San Miguel,El Zorral,Oriental,,,,
MX,Guanajuato,Leon,North-Central,Area 3,Occidente,Sureste,AM de León
BR,Minas Gerais,Manhuaçu,Sudeste,,,,AM de Rest of Minas
PE,Lima,San Isidro,Lima and Callao,,,,AM de Lima
BR,Sergipe,Aracaju,Nordeste,,,,AM de Aracaju
EC,Morona Santiago,Morona,Amazonica,,,,
BR,São Paulo,Ribeirão Preto,Sudeste,,,,AM de Rest of SP
BR,Espírito Santo,Mucurici,Sudeste,,,,AM de Rest of Espirito Santo
BR,Goiás,Valparaiso de Goiás,Centro-Oeste,,,,AM de Brasilia
GT,Chimaltenango,San Andrés Itzapa,Region V- Central,,,,
MX,Estado de México,Chimalhuacan,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
UY,Cerro Largo,Melo,Norte,,,,
AR,Mendoza,San Rafael,Cuyo,,,,
PE,Tacna,Tacna,South,,,,
AR,Mendoza,Lavalle,Cuyo,,,,
PA,Colón,,Colon,,,,
HN,El Paraíso,,Centro Oriental,,,,
SV,San Salvador,Delgado,Central,,,,
CL,Atacama,Diego de Almagro,Little North,Norte,,,
BR,Sergipe,Riachão do Dantas,Nordeste,,,,
BR,Amazonas,Novo Airão,Norte,,,,AM de Manaus
BR,Maranhão,Mata Roma,Nordeste,,,,
BR,Pará,Xinguara,Norte,,,,
BR,Maranhão,São Domingos do Maranhão,Nordeste,,,,
AR,Misiones,San Ignacio,Noreste,,,,
GT,Suchitepéquez,San Bernardino,Region VI- Suroccidental,,,,
BR,Santa Catarina,Forquilhinha,Sul,,,,AM de Rest of Santa Catarina
BR,Santa Catarina,Presidente Castelo Branco,Sul,,,,AM de Rest of Santa Catarina
BR,Paraná,Virmond,Sul,,,,AM de Rest of Parana
BR,Alagoas,Girau do Ponciano,Nordeste,,,,
BR,São Paulo,Urupês,Sudeste,,,,AM de Rest of SP
BR,Minas Gerais,Monte Sião,Sudeste,,,,AM de Rest of Minas
CR,Limón,Matina,Other,,,,
CO,Caldas,Victoria,Central,Antioquia / Eje Cafetero,,Centro,
VE,Mérida,Ejido,Los Andes,,,,AM de Mérida
EC,Tungurahua,Patate,Sierra,,,,
NI,León,Belén,Region II,,,,
BR,Rio Grande do Norte,Encanto,Nordeste,,,,
GT,Alta Verapaz,Santa Catalina la Tinta,Region II- Norte,,,,
CO,Bolívar,Santa Rosa del Sur,Atlantic,Costa Atlantica,,Norte,
BR,Rio Grande do Sul,Paraí,Sul,,,,AM de Rest of Rio Grande do Sul
CL,Libertador General Bernardo O'Higgins,Chimbarongo,Central,Centro,,,
MX,Chiapas,Tonala,Southwest,Area 6,,,
SV,La Paz,El Porfiado,Paracentral,,,,
VE,Táchira,San Juan de Colón,Los Andes,,,,
BR,Pará,São Sebastião da Boa Vista,Norte,,,,
BR,Paraíba,Gurinhém,Nordeste,,,,
CL,Metropolitana de Santiago,Pirque,Metropolitana de Santiago,Metropolitana,,,
CO,Valle del Cauca,La Cumbre,Pacific,Sur Occidente,,Sur,
MX,Oaxaca,San Francisco Telixtlahuaca,Southwest,Area 6,,,
GT,Santa Rosa,Casillas,Region IV- Suroriental,,,,
PA,Los Santos,,Other,,,,
PA,Colón,Chagres,Colon,,,,
MX,Veracruz de Ignacio de la Llave,Zongolica,East,Area 6,,,
CL,Valparaíso,La Ligua,Central,,,,
BR,Paraná,Itaguajé,Sul,,,,AM de Rest of Parana
BR,Pernambuco,Escada,Nordeste,,,,AM de Rest of Pernambuco
BR,Sergipe,Riachuelo,Nordeste,,,,
BR,Mato Grosso,Nova Guarita,Centro-Oeste,,,,
MX,Chiapas,Ixtacomitán,Southwest,Area 6,,,
MX,Chihuahua,Balleza,Northwest,Area 2,Norte,Norte,
CL,Valparaíso,Llaillay,Central,Centro,,,
CR,Limón,Alegría,Other,,,,
BR,São Paulo,Lavrinhas,Sudeste,,,,AM de Rest of SP
PE,Ica,Los Aquijes,Central,,,,
SV,San Salvador,Colonia Monserrate,Central,,,,
GT,Jalapa,,Region IV- Suroriental,,,,
BR,Paraíba,Paulista,Nordeste,,,,
MX,Oaxaca,San Agustín Yatareni,Southwest,Area 6,,,AM de Oaxaca
CR,Limón,Paraíso,Other,,,,
MX,San Luis Potosí,Cerro de San Pedro,North-Central,Area 2,Norte,Norte,AM de San Luis Potosi
CL,La Araucanía,Gorbea,Southern,,,,
SV,Chalatenango,Potonico,Central,,,,
BR,Rio Grande do Sul,Miraguaí,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Cundinamarca,La Vega,Central,Centro,,Andes,
CL,Libertador General Bernardo O'Higgins,La Estrella,Central,Centro,,,
AR,Chaco,Puerto Tirol,Noreste,,,,
CO,Cundinamarca,Guachetá,Central,Centro,,Andes,
BR,Paraíba,Olho d'Água,Nordeste,,,,
BR,Bahia,Milagres,Nordeste,,,,AM de Rest of Bahia
BR,Bahia,Itamari,Nordeste,,,,AM de Rest of Bahia
BR,Paraná,Guaraci,Sul,,,,AM de Rest of Parana
SV,Chalatenango,Arcatao,Central,,,,
SV,Chalatenango,Ojos de Agua,Central,,,,
CO,Sucre,Morroa,Atlantic,Costa Atlantica,,Norte,AM de Sincelejo
CL,Maule,Longaví,Central,,,,
MX,Nayarit,Amatlán de Cañas,West,Area 1,Centro,Central Bajio,
BR,Minas Gerais,São Sebastião da Vargem Alegre,Sudeste,,,,AM de Rest of Minas
